CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS025/2026/05357,2026-06-10,"Gambling reported at Kalaburagi Town PS, Kalaburagi. Brief: Illegal betting & Matka operation bust. Incident occurred near Kalaburagi Town PS, Kalaburagi, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Kalaburagi Town PS,Kalaburagi,17.3367,76.8413,CS005,CAT001,GR002,CH012,CSH023,U102,DIS025,OFF372
KSP/DIS026/2026/05358,2026-07-11,"Wildlife Crime reported at Bidar Central PS, Bidar. Brief: Poaching of protected species or ivory seizure. Incident occurred near Bidar Central PS, Bidar, Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Bidar Central PS,Bidar,17.9304,77.5399,CS006,CAT002,GR003,CH009,CSH024,U107,DIS026,OFF388
KSP/DIS027/2026/05359,2026-08-12,"Forest Crime reported at Raichur Cyber Crime PS, Raichur. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Raichur Cyber Crime PS, Raichur, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Raichur Cyber Crime PS,Raichur,16.2406,77.3793,CS001,CAT003,GR004,CH009,CSH025,U112,DIS027,OFF404
KSP/DIS028/2026/05360,2026-09-13,"Terror Related Activity reported at Koppal Traffic PS, Koppal. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Koppal Traffic PS, Koppal, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Koppal Traffic PS,Koppal,15.3965,76.2018,CS002,CAT004,GR005,CH010,CSH026,U117,DIS028,OFF420
KSP/DIS029/2026/05361,2026-10-14,"Corruption reported at Yadgir Town PS, Yadgir. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Yadgir Town PS, Yadgir, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Yadgir Town PS,Yadgir,16.7788,77.1462,CS003,CAT001,GR001,CH008,CSH027,U118,DIS029,OFF436
KSP/DIS030/2026/05362,2026-11-15,"Economic Offence reported at Ballari Central PS, Ballari. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Ballari Central PS, Ballari, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Ballari Central PS,Ballari,15.1634,76.9454,CS004,CAT002,GR002,CH008,CSH028,U123,DIS030,OFF452
KSP/DIS031/2026/05363,2026-12-16,"White Collar Crime reported at Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete). Brief: Corporate embezzlement or insider fraud. Incident occurred near Vijayanagara (Hospete) Cyber Crime PS, Vijayanagara (Hospete), Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Vijayanagara (Hospete) Cyber Crime PS,Vijayanagara (Hospete),15.3059,76.4279,CS005,CAT003,GR003,CH008,CSH029,U128,DIS031,OFF468
KSP/DIS001/2026/05364,2026-01-17,"Smuggling reported at Jayanagar Police Station, Bengaluru Urban. Brief: Contraband gold or red sanders interception. Incident occurred near Jayanagar Police Station, Bengaluru Urban, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Jayanagar Police Station,Bengaluru Urban,13.0816,77.7046,CS006,CAT004,GR004,CH007,CSH030,U009,DIS001,OFF013
KSP/DIS002/2026/05365,2026-02-18,"Extortion reported at Bengaluru Rural Town PS, Bengaluru Rural. Brief: Demanding protection money under threat. Incident occurred near Bengaluru Rural Town PS, Bengaluru Rural, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Bengaluru Rural Town PS,Bengaluru Rural,13.2407,77.5900,CS001,CAT001,GR005,CH007,CSH031,U010,DIS002,OFF035
KSP/DIS003/2026/05366,2026-03-19,"Blackmail reported at Ramanagara Central PS, Ramanagara. Brief: Chantaje or extortion via compromised media. Incident occurred near Ramanagara Central PS, Ramanagara, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Ramanagara Central PS,Ramanagara,12.7439,77.3092,CS002,CAT002,GR001,CH007,CSH032,U015,DIS003,OFF051
KSP/DIS004/2026/05367,2026-04-20,"Counterfeit Currency reported at Chikkaballapura Cyber Crime PS, Chikkaballapura. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Chikkaballapura Cyber Crime PS, Chikkaballapura, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Chikkaballapura Cyber Crime PS,Chikkaballapura,13.4765,77.7725,CS003,CAT003,GR002,CH008,CSH033,U020,DIS004,OFF067
KSP/DIS005/2026/05368,2026-05-21,"Fake Documents reported at Kolar Traffic PS, Kolar. Brief: Forgery of land title deeds or government IDs. Incident occurred near Kolar Traffic PS, Kolar, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Kolar Traffic PS,Kolar,13.1907,78.1831,CS004,CAT004,GR003,CH008,CSH034,U025,DIS005,OFF083
KSP/DIS006/2026/05369,2026-06-22,"Hit and Run reported at Tumakuru Town PS, Tumakuru. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Tumakuru Town PS, Tumakuru, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Tumakuru Town PS,Tumakuru,13.3582,77.1205,CS005,CAT001,GR004,CH011,CSH035,U026,DIS006,OFF099
KSP/DIS007/2026/05370,2026-07-23,"Road Accident reported at Shivamogga Central PS, Shivamogga. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Shivamogga Central PS, Shivamogga, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Shivamogga Central PS,Shivamogga,13.9619,75.6001,CS006,CAT002,GR005,CH011,CSH036,U031,DIS007,OFF115
KSP/DIS008/2026/05371,2026-08-24,"Fire Incident reported at Chitradurga Cyber Crime PS, Chitradurga. Brief: Industrial or residential fire accident inquiry. Incident occurred near Chitradurga Cyber Crime PS, Chitradurga, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Chitradurga Cyber Crime PS,Chitradurga,14.2701,76.4430,CS001,CAT003,GR001,CH012,CSH037,U036,DIS008,OFF116
KSP/DIS009/2026/05372,2026-09-25,"Unknown Dead Body reported at Davanagere Traffic PS, Davanagere. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Davanagere Traffic PS, Davanagere, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Davanagere Traffic PS,Davanagere,14.5224,75.9798,CS002,CAT004,GR002,CH012,CSH038,U041,DIS009,OFF132
KSP/DIS010/2026/05373,2026-10-26,"Suicide Investigation reported at Mysuru Town PS, Mysuru. Brief: Unnatural death and suicide note inquiry. Incident occurred near Mysuru Town PS, Mysuru, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Mysuru Town PS,Mysuru,12.3188,76.6624,CS003,CAT001,GR003,CH012,CSH039,U042,DIS010,OFF148
KSP/DIS011/2026/05374,2026-11-27,"Property Disputes reported at Mandya Central PS, Mandya. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Mandya Central PS, Mandya, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Mandya Central PS,Mandya,12.5578,76.9311,CS004,CAT002,GR004,CH012,CSH040,U047,DIS011,OFF164
KSP/DIS012/2026/05375,2026-12-28,"Public Disturbance reported at Hassan Cyber Crime PS, Hassan. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Hassan Cyber Crime PS, Hassan, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Hassan Cyber Crime PS,Hassan,13.0523,76.1494,CS005,CAT003,GR005,CH012,CSH041,U052,DIS012,OFF180
KSP/DIS013/2026/05376,2026-01-01,"Synthetic Drugs (MDMA) reported at Chamarajanagara Traffic PS, Chamarajanagara. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Chamarajanagara Traffic PS, Chamarajanagara, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Chamarajanagara Traffic PS,Chamarajanagara,11.9881,77.0057,CS006,CAT004,GR001,CH006,CSH042,U057,DIS013,OFF196
KSP/DIS014/2026/05377,2026-02-02,"Murder reported at Kodagu Town PS, Kodagu. Brief: Premeditated homicide investigation. Incident occurred near Kodagu Town PS, Kodagu, Karnataka.",Under Investigation,Violent Crime,Murder,Kodagu Town PS,Kodagu,12.4514,75.7652,CS001,CAT001,GR002,CH001,CSH001,U058,DIS014,OFF212
KSP/DIS015/2026/05378,2026-03-03,"Attempt to Murder reported at Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru). Brief: Violent assault with deadly weapon. Incident occurred near Dakshina Kannada (Mangaluru) Central PS, Dakshina Kannada (Mangaluru), Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Dakshina Kannada (Mangaluru) Central PS,Dakshina Kannada (Mangaluru),12.9541,74.8960,CS002,CAT002,GR003,CH001,CSH002,U063,DIS015,OFF228
KSP/DIS016/2026/05379,2026-04-04,"Assault & Grievous Hurt reported at Udupi Cyber Crime PS, Udupi. Brief: Physical injury caused during gang/group clash. Incident occurred near Udupi Cyber Crime PS, Udupi, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Udupi Cyber Crime PS,Udupi,13.3939,74.7951,CS003,CAT003,GR004,CH001,CSH003,U068,DIS016,OFF244
KSP/DIS017/2026/05380,2026-05-05,"Kidnapping reported at Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar). Brief: Abduction for ransom or coercion. Incident occurred near Uttara Kannada (Karwar) Traffic PS, Uttara Kannada (Karwar), Karnataka.",Convicted,Violent Crime,Kidnapping,Uttara Kannada (Karwar) Traffic PS,Uttara Kannada (Karwar),14.8845,74.1963,CS004,CAT004,GR005,CH001,CSH004,U073,DIS017,OFF260
KSP/DIS018/2026/05381,2026-06-06,"Missing Person reported at Belagavi Town PS, Belagavi. Brief: Trace & locate missing citizen petition. Incident occurred near Belagavi Town PS, Belagavi, Karnataka.",Acquitted,Violent Crime,Missing Person,Belagavi Town PS,Belagavi,15.8807,74.5287,CS005,CAT001,GR001,CH001,CSH005,U074,DIS018,OFF276
KSP/DIS019/2026/05382,2026-07-07,"Theft reported at Dharwad Central PS, Dharwad. Brief: Larceny of personal or commercial goods. Incident occurred near Dharwad Central PS, Dharwad, Karnataka.",Closed / Undetected,Property Crime,Theft,Dharwad Central PS,Dharwad,15.5029,75.0518,CS006,CAT002,GR002,CH002,CSH006,U079,DIS019,OFF292
KSP/DIS020/2026/05383,2026-08-08,"Vehicle Theft reported at Hubballi City Cyber Crime PS, Hubballi City. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Hubballi City Cyber Crime PS, Hubballi City, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Hubballi City Cyber Crime PS,Hubballi City,15.4217,75.1810,CS001,CAT003,GR003,CH003,CSH007,U084,DIS020,OFF308
KSP/DIS021/2026/05384,2026-09-09,"Burglary reported at Gadag Traffic PS, Gadag. Brief: Overnight trespass and property theft. Incident occurred near Gadag Traffic PS, Gadag, Karnataka.",Charge Sheeted,Property Crime,Burglary,Gadag Traffic PS,Gadag,15.5019,75.7018,CS002,CAT004,GR004,CH002,CSH008,U089,DIS021,OFF324
KSP/DIS022/2026/05385,2026-10-10,"Robbery reported at Haveri Town PS, Haveri. Brief: Armed robbery using force or coercion. Incident occurred near Haveri Town PS, Haveri, Karnataka.",Pending Trial,Property Crime,Robbery,Haveri Town PS,Haveri,14.8296,75.4347,CS003,CAT001,GR005,CH002,CSH009,U090,DIS022,OFF340
KSP/DIS023/2026/05386,2026-11-11,"Chain Snatching reported at Vijayapura Central PS, Vijayapura. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Vijayapura Central PS, Vijayapura, Karnataka.",Convicted,Property Crime,Chain Snatching,Vijayapura Central PS,Vijayapura,16.8782,75.7580,CS004,CAT002,GR001,CH002,CSH010,U095,DIS023,OFF341
KSP/DIS024/2026/05387,2026-12-12,"Cyber Crime reported at Bagalkote Cyber Crime PS, Bagalkote. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Bagalkote Cyber Crime PS, Bagalkote, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Bagalkote Cyber Crime PS,Bagalkote,16.2463,75.7573,CS005,CAT003,GR002,CH004,CSH011,U100,DIS024,OFF357
KSP/DIS025/2026/05388,2026-01-13,"UPI Fraud reported at Kalaburagi Traffic PS, Kalaburagi. Brief: Fake QR code or deceptive payment request. Incident occurred near Kalaburagi Traffic PS, Kalaburagi, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Kalaburagi Traffic PS,Kalaburagi,17.4037,76.9083,CS006,CAT004,GR003,CH004,CSH012,U105,DIS025,OFF373
KSP/DIS026/2026/05389,2026-02-14,"Online Banking Fraud reported at Bidar Town PS, Bidar. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Bidar Town PS, Bidar, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Bidar Town PS,Bidar,17.9494,77.5589,CS001,CAT001,GR004,CH004,CSH013,U106,DIS026,OFF389
KSP/DIS027/2026/05390,2026-03-15,"Identity Theft reported at Raichur Central PS, Raichur. Brief: SIM swap or stolen credential impersonation. Incident occurred near Raichur Central PS, Raichur, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Raichur Central PS,Raichur,16.2596,77.3983,CS002,CAT002,GR005,CH004,CSH014,U111,DIS027,OFF405
KSP/DIS028/2026/05391,2026-04-16,"ATM Fraud reported at Koppal Cyber Crime PS, Koppal. Brief: ATM skimming device or card cloning. Incident occurred near Koppal Cyber Crime PS, Koppal, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Koppal Cyber Crime PS,Koppal,15.4155,76.2208,CS003,CAT003,GR001,CH004,CSH015,U116,DIS028,OFF421
KSP/DIS029/2026/05392,2026-05-17,"Rape reported at Yadgir Traffic PS, Yadgir. Brief: Penal Code Section 376 prosecution. Incident occurred near Yadgir Traffic PS, Yadgir, Karnataka.",Convicted,Crime Against Women & Children,Rape,Yadgir Traffic PS,Yadgir,16.8458,77.2132,CS004,CAT004,GR002,CH005,CSH016,U121,DIS029,OFF437
KSP/DIS030/2026/05393,2026-06-18,"Sexual Assault reported at Ballari Town PS, Ballari. Brief: Outraging modesty and sexual harassment. Incident occurred near Ballari Town PS, Ballari, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Ballari Town PS,Ballari,15.1824,76.9644,CS005,CAT001,GR003,CH005,CSH017,U122,DIS030,OFF453
KSP/DIS031/2026/05394,2026-07-19,"POCSO reported at Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete). Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete), Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Vijayanagara (Hospete) Central PS,Vijayanagara (Hospete),15.3249,76.4469,CS006,CAT002,GR004,CH005,CSH018,U127,DIS031,OFF469
KSP/DIS001/2026/05395,2026-08-20,"Domestic Violence reported at Bengaluru Urban Traffic PS, Bengaluru Urban. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Bengaluru Urban Traffic PS, Bengaluru Urban, Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Bengaluru Urban Traffic PS,Bengaluru Urban,13.0526,77.6756,CS001,CAT003,GR005,CH005,CSH019,U004,DIS001,OFF023
KSP/DIS002/2026/05396,2026-09-21,"Illegal Weapons reported at Bengaluru Rural Traffic PS, Bengaluru Rural. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Bengaluru Rural Traffic PS, Bengaluru Rural, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Bengaluru Rural Traffic PS,Bengaluru Rural,13.3077,77.6570,CS002,CAT004,GR001,CH007,CSH020,U013,DIS002,OFF036
KSP/DIS003/2026/05397,2026-10-22,"Drug Trafficking reported at Ramanagara Town PS, Ramanagara. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Ramanagara Town PS, Ramanagara, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Ramanagara Town PS,Ramanagara,12.7629,77.3282,CS003,CAT001,GR002,CH006,CSH021,U014,DIS003,OFF052
KSP/DIS004/2026/05398,2026-11-23,"Human Trafficking reported at Chikkaballapura Central PS, Chikkaballapura. Brief: Forced labor or trafficking rescue operation. Incident occurred near Chikkaballapura Central PS, Chikkaballapura, Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Chikkaballapura Central PS,Chikkaballapura,13.4955,77.7915,CS004,CAT002,GR003,CH007,CSH022,U019,DIS004,OFF068
KSP/DIS005/2026/05399,2026-12-24,"Gambling reported at Kolar Cyber Crime PS, Kolar. Brief: Illegal betting & Matka operation bust. Incident occurred near Kolar Cyber Crime PS, Kolar, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Kolar Cyber Crime PS,Kolar,13.2097,78.2021,CS005,CAT003,GR004,CH012,CSH023,U024,DIS005,OFF084
KSP/DIS006/2026/05400,2026-01-25,"Wildlife Crime reported at Tumakuru Traffic PS, Tumakuru. Brief: Poaching of protected species or ivory seizure. Incident occurred near Tumakuru Traffic PS, Tumakuru, Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Tumakuru Traffic PS,Tumakuru,13.3252,77.0875,CS006,CAT004,GR005,CH009,CSH024,U029,DIS006,OFF100
KSP/DIS007/2026/05401,2026-02-26,"Forest Crime reported at Shivamogga Town PS, Shivamogga. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Shivamogga Town PS, Shivamogga, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Shivamogga Town PS,Shivamogga,13.8809,75.5191,CS001,CAT001,GR001,CH009,CSH025,U030,DIS007,OFF101
KSP/DIS008/2026/05402,2026-03-27,"Terror Related Activity reported at Chitradurga Central PS, Chitradurga. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Chitradurga Central PS,Chitradurga,14.1891,76.3620,CS002,CAT002,GR002,CH010,CSH026,U035,DIS008,OFF117
KSP/DIS009/2026/05403,2026-04-28,"Corruption reported at Davanagere Cyber Crime PS, Davanagere. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Davanagere Cyber Crime PS,Davanagere,14.4414,75.8988,CS003,CAT003,GR003,CH008,CSH027,U040,DIS009,OFF133
KSP/DIS010/2026/05404,2026-05-01,"Economic Offence reported at Mysuru Traffic PS, Mysuru. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Mysuru Traffic PS,Mysuru,12.2858,76.6294,CS004,CAT004,GR004,CH008,CSH028,U045,DIS010,OFF149
KSP/DIS011/2026/05405,2026-06-02,"White Collar Crime reported at Mandya Town PS, Mandya. Brief: Corporate embezzlement or insider fraud. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Mandya Town PS,Mandya,12.4768,76.8501,CS005,CAT001,GR005,CH008,CSH029,U046,DIS011,OFF165
KSP/DIS012/2026/05406,2026-07-03,"Smuggling reported at Hassan Central PS, Hassan. Brief: Contraband gold or red sanders interception. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Hassan Central PS,Hassan,12.9713,76.0684,CS006,CAT002,GR001,CH007,CSH030,U051,DIS012,OFF181
KSP/DIS013/2026/05407,2026-08-04,"Extortion reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: Demanding protection money under threat. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Chamarajanagara Cyber Crime PS,Chamarajanagara,11.9071,76.9247,CS001,CAT003,GR002,CH007,CSH031,U056,DIS013,OFF197
KSP/DIS014/2026/05408,2026-09-05,"Blackmail reported at Kodagu Traffic PS, Kodagu. Brief: Chantaje or extortion via compromised media. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Kodagu Traffic PS,Kodagu,12.4184,75.7322,CS002,CAT004,GR003,CH007,CSH032,U061,DIS014,OFF213
KSP/DIS015/2026/05409,2026-10-06,"Counterfeit Currency reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: FICN high-quality fake currency notes circulating. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Dakshina Kannada (Mangaluru) Town PS,Dakshina Kannada (Mangaluru),12.8731,74.8150,CS003,CAT001,GR004,CH008,CSH033,U062,DIS015,OFF229
KSP/DIS016/2026/05410,2026-11-07,"Fake Documents reported at Udupi Central PS, Udupi. Brief: Forgery of land title deeds or government IDs. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Udupi Central PS,Udupi,13.3129,74.7141,CS004,CAT002,GR005,CH008,CSH034,U067,DIS016,OFF245
KSP/DIS017/2026/05411,2026-12-08,"Hit and Run reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Uttara Kannada (Karwar) Cyber Crime PS,Uttara Kannada (Karwar),14.8035,74.1153,CS005,CAT003,GR001,CH011,CSH035,U072,DIS017,OFF261
KSP/DIS018/2026/05412,2026-01-09,"Road Accident reported at Belagavi Traffic PS, Belagavi. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Belagavi Traffic PS,Belagavi,15.8477,74.4957,CS006,CAT004,GR002,CH011,CSH036,U077,DIS018,OFF277
KSP/DIS019/2026/05413,2026-02-10,"Fire Incident reported at Dharwad Town PS, Dharwad. Brief: Industrial or residential fire accident inquiry. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Dharwad Town PS,Dharwad,15.4219,74.9708,CS001,CAT001,GR003,CH012,CSH037,U078,DIS019,OFF293
KSP/DIS020/2026/05414,2026-03-11,"Unknown Dead Body reported at Hubballi City Central PS, Hubballi City. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Hubballi City Central PS,Hubballi City,15.3407,75.1000,CS002,CAT002,GR004,CH012,CSH038,U083,DIS020,OFF309
KSP/DIS021/2026/05415,2026-04-12,"Suicide Investigation reported at Gadag Cyber Crime PS, Gadag. Brief: Unnatural death and suicide note inquiry. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Gadag Cyber Crime PS,Gadag,15.4209,75.6208,CS003,CAT003,GR005,CH012,CSH039,U088,DIS021,OFF325
KSP/DIS022/2026/05416,2026-05-13,"Property Disputes reported at Haveri Traffic PS, Haveri. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Haveri Traffic PS,Haveri,14.7966,75.4017,CS004,CAT004,GR001,CH012,CSH040,U093,DIS022,OFF326
KSP/DIS023/2026/05417,2026-06-14,"Public Disturbance reported at Vijayapura Town PS, Vijayapura. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Vijayapura Town PS,Vijayapura,16.7972,75.6770,CS005,CAT001,GR002,CH012,CSH041,U094,DIS023,OFF342
KSP/DIS024/2026/05418,2026-07-15,"Synthetic Drugs (MDMA) reported at Bagalkote Central PS, Bagalkote. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Bagalkote Central PS,Bagalkote,16.1653,75.6763,CS006,CAT002,GR003,CH006,CSH042,U099,DIS024,OFF358
KSP/DIS025/2026/05419,2026-08-16,"Murder reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Premeditated homicide investigation. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Under Investigation,Violent Crime,Murder,Kalaburagi Cyber Crime PS,Kalaburagi,17.3227,76.8273,CS001,CAT003,GR004,CH001,CSH001,U104,DIS025,OFF374
KSP/DIS026/2026/05420,2026-09-17,"Attempt to Murder reported at Bidar Traffic PS, Bidar. Brief: Violent assault with deadly weapon. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Bidar Traffic PS,Bidar,17.9164,77.5259,CS002,CAT004,GR005,CH001,CSH002,U109,DIS026,OFF390
KSP/DIS027/2026/05421,2026-10-18,"Assault & Grievous Hurt reported at Raichur Town PS, Raichur. Brief: Physical injury caused during gang/group clash. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Raichur Town PS,Raichur,16.1786,77.3173,CS003,CAT001,GR001,CH001,CSH003,U110,DIS027,OFF406
KSP/DIS028/2026/05422,2026-11-19,"Kidnapping reported at Koppal Central PS, Koppal. Brief: Abduction for ransom or coercion. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Convicted,Violent Crime,Kidnapping,Koppal Central PS,Koppal,15.3345,76.1398,CS004,CAT002,GR002,CH001,CSH004,U115,DIS028,OFF422
KSP/DIS029/2026/05423,2026-12-20,"Missing Person reported at Yadgir Cyber Crime PS, Yadgir. Brief: Trace & locate missing citizen petition. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Acquitted,Violent Crime,Missing Person,Yadgir Cyber Crime PS,Yadgir,16.7648,77.1322,CS005,CAT003,GR003,CH001,CSH005,U120,DIS029,OFF438
KSP/DIS030/2026/05424,2026-01-21,"Theft reported at Ballari Traffic PS, Ballari. Brief: Larceny of personal or commercial goods. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Closed / Undetected,Property Crime,Theft,Ballari Traffic PS,Ballari,15.1494,76.9314,CS006,CAT004,GR004,CH002,CSH006,U125,DIS030,OFF454
KSP/DIS031/2026/05425,2026-02-22,"Vehicle Theft reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Vijayanagara (Hospete) Town PS,Vijayanagara (Hospete),15.2439,76.3659,CS001,CAT001,GR005,CH003,CSH007,U126,DIS031,OFF470
